winner,target,hand cards,used cards
AI-origin,0,5 6 7 7 7 7 8 9 9 9 9 9 Q Q A A, J J J 3 3 A A A 3 3 2 2 2 4 4 
AI-origin,0,7 7 7 7 8 9 9 9 9 9, J J J 3 3 A A A 3 3 2 2 2 4 4 4 5 6 J 8 8 Q Q 2 2 Q Q A A 
AI-origin,0,7 7 7 7 9 9 9 9 9, J J J 3 3 A A A 3 3 2 2 2 4 4 4 5 6 J 8 8 Q Q 2 2 Q Q A A 5 
AI-origin,5,9 9 9 9 9, J J J 3 3 A A A 3 3 2 2 2 4 4 4 5 6 J 8 8 Q Q 2 2 Q Q A A 5 8 
AI-origin,6,3 4 4 4 4 5 6 7 7 7 7 8 8 8 K K A A A, 8 10 J 6 6 Q Q 
AI-origin,2,3 4 4 4 4 5 6 7 7 7 7 K K A A A, 8 10 J 6 6 Q Q 9 9 9 10 10 10 
AI-origin,2,3 4 4 4 4 5 6 7 7 7 7 K K, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 
AI-origin,0,4 4 4 4 5 6 7 7 7 7 K K, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 A A A 
AI-origin,0,4 4 4 4 6 7 7 7 7 K K, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 A A A 3 
AI-origin,0,4 4 4 4 7 7 7 7 K K, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 A A A 3 5 
AI-origin,1,4 4 4 4 7 7 7 7, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 A A A 3 5 6 
AI-origin,5,7 7 7 7, 8 10 J 6 6 Q Q 9 9 9 10 10 10 8 8 8 A A A 3 5 6 K K 
AI-origin,4,3 3 3 3 5 5 6 7 7 7 7 8 8 9 10 J J Q Q Q Q, 
AI-origin,0,3 3 3 3 5 5 7 7 7 7 8 8 9 10 J J Q Q Q Q, K K A A 2 2 
AI-origin,0,3 3 3 3 5 5 10 J J Q Q Q Q, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 
AI-origin,0,3 3 3 3 5 5 J J Q Q Q Q, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 9 
AI-origin,1,3 3 3 3 J J Q Q Q Q, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 9 10 
AI-origin,1,3 3 3 3 Q Q Q Q, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 9 10 5 5 
AI-origin,5,Q Q Q Q, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 9 10 5 5 J J 
AI-origin,5,, K K A A 2 2 6 Q K A 6 6 8 8 2 2 7 7 8 8 9 9 5 5 5 5 7 7 7 7 9 10 5 5 J J 3 3 3 3 
AI-origin,7,3 4 4 7 7 8 9 9 9 9 10 10 10 J Q Q Q Q A A 2 2, 
AI-origin,0,7 7 8 9 9 9 9 J Q Q Q Q A A 2 2, 5 5 5 3 3 A A A 6 6 4 4 4 5 5 10 10 10 4 4 
AI-origin,0,7 7 9 9 9 9 Q Q Q Q A A 2 2, 5 5 5 3 3 A A A 6 6 4 4 4 5 5 10 10 10 4 4 3 9 J 
AI-origin,1,9 9 9 9 Q Q Q Q, 5 5 5 3 3 A A A 6 6 4 4 4 5 5 10 10 10 4 4 3 9 J 8 10 3 7 7 A A 2 2 K K 2 2 
AI-origin,5,Q Q Q Q, 5 5 5 3 3 A A A 6 6 4 4 4 5 5 10 10 10 4 4 3 9 J 8 10 3 7 7 A A 2 2 K K 2 2 7 7 
AI-origin,7,3 5 5 5 5 6 8 9 9 Q Q K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 
AI-origin,0,5 5 5 5 6 8 9 9 Q Q K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 
AI-origin,0,5 5 5 5 8 9 9 Q Q K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 3 
AI-origin,0,5 5 5 5 9 9 Q Q K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 3 6 
AI-origin,1,5 5 5 5 Q Q K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 3 6 8 
AI-origin,1,5 5 5 5 K K, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 3 6 8 9 9 
AI-origin,1,, 8 J A 6 6 7 7 9 9 10 10 2 2 7 7 7 7 7 J J J J A A A A 2 2 2 5 5 3 6 8 9 9 Q Q K K K 5 5 5 5 
AI-origin,3,5 6 7 8 9 J J Q Q K K A A A A 2 2, J Q K A 2 3 7 8 8 8 8 8 10 10 10 10 10 
AI-origin,3,J J Q Q K K A A A A 2 2, J Q K A 2 3 7 8 8 8 8 8 10 10 10 10 10 3 4 5 6 7 
AI-origin,4,A A A A 2 2, J Q K A 2 3 7 8 8 8 8 8 10 10 10 10 10 3 4 5 6 7 5 6 7 8 9 
AI-origin,1,A A A A, J Q K A 2 3 7 8 8 8 8 8 10 10 10 10 10 3 4 5 6 7 5 6 7 8 9 J J Q Q K K 
AI-origin,5,, J Q K A 2 3 7 8 8 8 8 8 10 10 10 10 10 3 4 5 6 7 5 6 7 8 9 J J Q Q K K 2 2 
AI-tree-model,7,3 3 3 3 5 5 5 5 5 7 8 9 9 J J Q K K K A A A, 
AI-tree-model,6,3 3 3 3 5 5 5 5 5 7 8 9 9 J J Q, 10 10 10 4 4 
AI-tree-model,0,3 3 3 3 5 5 5 5 5 8 9 9 J J Q, 10 10 10 4 4 K K K A A A 
AI-tree-model,0,3 3 3 3 5 5 5 5 5 9 9 J J, 10 10 10 4 4 K K K A A A 7 J Q 
AI-tree-model,1,3 3 3 3 5 5 5 5 5 J J, 10 10 10 4 4 K K K A A A 7 J Q 8 
AI-tree-model,1,3 3 3 3, 10 10 10 4 4 K K K A A A 7 J Q 8 9 9 Q Q 8 8 8 7 7 3 5 J Q K A 2 6 6 6 6 5 5 5 5 5 
AI-origin,7,4 4 4 4 7 7 8 9 9 10 Q Q Q Q K K K K A A 2 2, 
AI-origin,0,4 4 4 4 7 7 9 9 10 Q Q Q Q K K K K A A 2 2, J J J 5 5 
AI-origin,0,4 4 4 4 7 7 9 9 Q Q Q Q K K K K 2 2, J J J 5 5 8 10 9 9 A A 
AI-origin,1,4 4 4 4 9 9 Q Q Q Q K K K K 2 2, J J J 5 5 8 10 9 9 A A 10 
AI-origin,1,4 4 4 4 Q Q Q Q K K K K, J J J 5 5 8 10 9 9 A A 10 7 7 Q Q 2 2 
AI-origin,5,Q Q Q Q K K K K, J J J 5 5 8 10 9 9 A A 10 7 7 Q Q 2 2 9 9 
AI-origin,5,K K K K, J J J 5 5 8 10 9 9 A A 10 7 7 Q Q 2 2 9 9 4 4 4 4 
AI-origin,5,, J J J 5 5 8 10 9 9 A A 10 7 7 Q Q 2 2 9 9 4 4 4 4 Q Q Q Q 
AI-tree-model,4,3 4 6 6 7 8 8 8 8 10 Q Q Q K K K A A A 2 2, 
AI-tree-model,7,3 7 10 K K K A A A 2 2, 9 9 10 10 J J J J Q Q K K 3 4 10 7 7 7 7 8 8 8 8 
AI-origin,3,3 3 6 8 8 8 8 8 9 9 9 10 J J Q Q Q K A A A 2, 
AI-origin,3,3 3 6 8 8 8 8 8 9 9 J Q Q A A A 2, 3 4 5 6 7 
AI-origin,7,6 8 8 8 8 8 9 9 J Q Q 2, 3 4 5 6 7 9 10 J Q K 
AI-origin,0,8 8 8 8 8 9 9 J Q Q 2, 3 4 5 6 7 9 10 J Q K A A A 3 3 
AI-origin,1,8 8 8 8 8 Q Q, 3 4 5 6 7 9 10 J Q K A A A 3 3 6 7 J Q 2 
AI-origin,1,8 8 8 8 8, 3 4 5 6 7 9 10 J Q K A A A 3 3 6 7 J Q 2 9 9 
AI-origin,5,, 3 4 5 6 7 9 10 J Q K A A A 3 3 6 7 J Q 2 9 9 Q Q 
AI-origin,7,5 6 6 6 6 7 8 8 9 10 10 Q Q K K A 2 2, 8 8 8 4 4 10 10 10 5 5 9 9 9 9 J J J J 
AI-origin,0,6 6 6 6 7 8 8 9 10 10 Q Q K K A 2 2, 8 8 8 4 4 10 10 10 5 5 9 9 9 9 J J J J 4 4 4 3 3 
AI-origin,0,6 6 6 6 8 8 10 10 Q Q K K 2 2, 8 8 8 4 4 10 10 10 5 5 9 9 9 9 J J J J 4 4 4 3 3 5 6 7 J A 
AI-origin,1,6 6 6 6 Q Q, 8 8 8 4 4 10 10 10 5 5 9 9 9 9 J J J J 4 4 4 3 3 5 6 7 J A 9 K 7 7 8 8 Q Q K K A A 2 2 
AI-origin,1,, 8 8 8 4 4 10 10 10 5 5 9 9 9 9 J J J J 4 4 4 3 3 5 6 7 J A 9 K 7 7 8 8 Q Q K K A A 2 2 10 10 2 2 6 6 6 6 
AI-forest-model,4,3 3 4 6 6 6 7 7 8 8 8 8 9 9 10 10 10 J Q Q K, 
AI-forest-model,7,4 7 7 8 8 8 8 9 9 10 10 10 J Q Q K, K K A A 2 2 
AI-forest-model,7,4 8 8 8 8 9 9 K, K K A A 2 2 6 6 6 3 3 Q Q Q 5 5 9 9 Q Q K K J J 7 J 
AI-forest-model,0,8 8 8 8 9 9 K, K K A A 2 2 6 6 6 3 3 Q Q Q 5 5 9 9 Q Q K K J J 7 J 10 10 10 7 7 
AI-forest-model,1,K, K K A A 2 2 6 6 6 3 3 Q Q Q 5 5 9 9 Q Q K K J J 7 J 10 10 10 7 7 4 3 3 3 3 8 8 8 8 
AI-origin,3,3 4 4 4 4 5 5 7 8 8 8 8 8 10 J Q K A A A A A, 
AI-origin,3,3 4 4 4 4 5 5 7 8 8 8 8 8 A A A A, 9 10 J Q K 
AI-origin,0,4 4 4 4 5 5 7 8 8 8 8 8 A A A A, 9 10 J Q K 10 J Q K A 
AI-origin,0,4 4 4 4 5 5 A A A A, 9 10 J Q K 10 J Q K A 3 K 5 5 5 5 8 8 8 8 8 
AI-origin,1,A A A A, 9 10 J Q K 10 J Q K A 3 K 5 5 5 5 8 8 8 8 8 7 A 7 7 7 3 3 9 9 9 4 4 2 2 2 6 6 4 4 4 4 
AI-origin,3,3 4 4 4 4 5 7 7 8 8 9 9 Q Q 2 2, 9 K A 5 5 5 3 3 A A A 6 6 
AI-origin,4,3 4 4 4 4 5 Q Q 2 2, 9 K A 5 5 5 3 3 A A A 6 6 9 10 J Q K 
AI-origin,0,4 4 4 4 5 Q Q 2 2, 9 K A 5 5 5 3 3 A A A 6 6 9 10 J Q K 7 7 8 8 9 9 
AI-origin,0,4 4 4 4, 9 K A 5 5 5 3 3 A A A 6 6 9 10 J Q K 7 7 8 8 9 9 3 2 8 8 Q Q 7 7 7 7 J J 2 2 
AI-origin,7,3 5 7 7 7 7 8 8 10 Q Q K K K 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 
AI-origin,2,3 5 7 7 7 7 8 8 10 Q Q 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 
AI-origin,0,5 7 7 7 7 8 8 10 Q Q 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 K K K 
AI-origin,0,7 7 7 7 8 8 10 Q Q 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 K K K 3 
AI-origin,0,7 7 7 7 8 8 Q Q 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 K K K 3 5 
AI-origin,1,7 7 7 7 Q Q 2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 K K K 3 5 10 
AI-origin,5,2 2 2 2, K 2 3 3 3 3 3 4 4 J J Q Q A A 6 6 6 4 4 K K K 3 5 10 8 8 10 10 Q Q 
AI-origin,3,3 3 4 4 5 5 5 6 6 7 7 7 8 8 9 9 9 9 J Q 2 2, 
AI-origin,7,4 4 6 6 7 7 7 8 8 9 9 9 9 J Q 2 2, 10 J Q K A 
AI-origin,7,6 6 8 8 9 9 9 9 J Q, 10 J Q K A 5 5 5 3 3 2 2 2 8 8 9 9 2 2 
AI-origin,1,8 8 9 9 9 9 J Q, 10 J Q K A 5 5 5 3 3 2 2 2 8 8 9 9 2 2 7 7 7 4 4 
AI-origin,1,, 10 J Q K A 5 5 5 3 3 2 2 2 8 8 9 9 2 2 7 7 7 4 4 6 6 J J K K 5 J 6 6 6 6 9 9 9 9 A A A A 3 3 3 4 4 7 Q 
AI-origin,7,4 4 5 5 6 6 6 6 8 9 9 9 9 J J Q K K 2 2 2 2, 
AI-origin,0,4 4 5 5 6 6 6 6 9 9 9 9 J J K K 2 2 2 2, 7 7 7 3 3 J J J 6 6 8 Q 
AI-origin,1,5 5 6 6 6 6 9 9 9 9 J J K K 2 2 2 2, 7 7 7 3 3 J J J 6 6 8 Q 8 
AI-origin,1,6 6 6 6 9 9 9 9, 7 7 7 3 3 J J J 6 6 8 Q 8 4 4 9 9 J J Q Q K K 2 2 4 5 6 7 8 10 10 10 10 2 2 2 2 
AI-origin,5,9 9 9 9, 7 7 7 3 3 J J J 6 6 8 Q 8 4 4 9 9 J J Q Q K K 2 2 4 5 6 7 8 10 10 10 10 2 2 2 2 5 5 
AI-origin,5,, 7 7 7 3 3 J J J 6 6 8 Q 8 4 4 9 9 J J Q Q K K 2 2 4 5 6 7 8 10 10 10 10 2 2 2 2 5 5 6 6 6 6 
AI-origin,3,3 3 4 4 4 6 6 6 6 7 7 7 8 8 8 8 9 9 2 2, 10 10 10 4 4 A A A 5 5 3 5 6 Q 
AI-origin,7,6 6 6 6 7 7 7 8 8 8 8 9 9 2 2, 10 10 10 4 4 A A A 5 5 3 5 6 Q 10 J Q K A 
AI-origin,2,6 6 6 6 8 8 8 8 9 9 2 2, 10 10 10 4 4 A A A 5 5 3 5 6 Q 10 J Q K A 4 4 4 3 3 
AI-origin,1,6 6 6 6 8 8 8 8 2 2, 10 10 10 4 4 A A A 5 5 3 5 6 Q 10 J Q K A 4 4 4 3 3 7 7 7 
AI-origin,5,8 8 8 8, 10 10 10 4 4 A A A 5 5 3 5 6 Q 10 J Q K A 4 4 4 3 3 7 7 7 9 9 Q Q 2 2 
AI-origin,7,4 4 4 4 6 6 10 10 10 10 Q Q Q Q A A A, 5 6 7 8 9 A A A 3 3 2 2 2 4 4 3 7 8 6 6 9 9 10 10 Q Q 
AI-origin,7,4 4 4 4 10 10 10 10 Q Q Q Q, 5 6 7 8 9 A A A 3 3 2 2 2 4 4 3 7 8 6 6 9 9 10 10 Q Q K K K 3 3 
AI-origin,5,10 10 10 10 Q Q Q Q, 5 6 7 8 9 A A A 3 3 2 2 2 4 4 3 7 8 6 6 9 9 10 10 Q Q K K K 3 3 A A A 6 6 
AI-origin,5,, 5 6 7 8 9 A A A 3 3 2 2 2 4 4 3 7 8 6 6 9 9 10 10 Q Q K K K 3 3 A A A 6 6 4 4 4 4 5 5 5 5 10 10 10 10 
AI-forest-model,7,3 4 5 5 5 6 6 8 8 8 8 9 9 9 9 10 J J K 2 2 2, 
AI-forest-model,7,3 4 5 6 6 8 8 8 8 9 9 9 9 10 J J K, Q Q Q 3 3 
AI-forest-model,0,4 5 6 6 8 8 8 8 9 9 9 9 10 J J K, Q Q Q 3 3 2 2 2 5 5 
AI-forest-model,0,5 6 6 8 8 8 8 9 9 9 9 J J K, Q Q Q 3 3 2 2 2 5 5 3 7 10 
AI-forest-model,0,6 6 8 8 8 8 9 9 9 9 J J, Q Q Q 3 3 2 2 2 5 5 3 7 10 4 9 K 
AI-forest-model,1,8 8 8 8 9 9 9 9 J J, Q Q Q 3 3 2 2 2 5 5 3 7 10 4 9 K 5 
AI-origin,3,3 3 3 3 4 4 6 6 9 9 9 9 J J Q Q K K A 2 2 2, 
AI-origin,4,3 3 3 3 4 4 6 6 9 9 9 9 A 2 2 2, 7 8 9 10 J 
AI-origin,7,3 3 3 3 6 6 9 9 9 9 A, 7 8 9 10 J J J Q Q K K 
AI-origin,1,3 3 3 3 9 9 9 9 A, 7 8 9 10 J J J Q Q K K 2 2 2 4 4 
AI-origin,5,9 9 9 9, 7 8 9 10 J J J Q Q K K 2 2 2 4 4 6 6 8 8 6 6 6 3 3 K A 
AI-origin,7,4 4 5 6 6 7 7 8 8 8 8 8 9 9 J J K K A 2 2, 6 10 
AI-origin,0,4 4 6 6 7 7 8 8 8 8 8 9 9 J J K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 
AI-origin,1,6 6 7 7 8 8 8 8 8 9 9 J J K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 
AI-origin,1,7 7 8 8 8 8 8 9 9 J J K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 
AI-origin,1,8 8 8 8 8 9 9 J J K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 6 6 
AI-origin,1,8 8 8 8 8 J J K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 6 6 7 7 
AI-origin,1,8 8 8 8 8 K K 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 6 6 7 7 9 9 
AI-origin,1,8 8 8 8 8 2 2, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 6 6 7 7 9 9 J J 
AI-origin,1,, 6 10 Q Q Q 3 3 2 2 2 4 4 8 A 5 4 4 6 6 7 7 9 9 J J K K 5 5 5 5 8 8 8 8 8 
AI-origin,3,5 5 6 6 7 7 10 10 10 10 J J Q Q Q A A 2 2 2 2, 6 K 
AI-origin,7,6 6 7 7 10 10 10 10 J J A A 2 2 2 2, 6 K 5 6 7 8 9 
AI-origin,1,7 7 10 10 10 10 J J A A 2 2 2 2, 6 K 5 6 7 8 9 Q Q Q 5 5 
AI-origin,1,10 10 10 10 J J A A 2 2 2 2, 6 K 5 6 7 8 9 Q Q Q 5 5 6 6 
AI-origin,1,10 10 10 10 A A 2 2 2 2, 6 K 5 6 7 8 9 Q Q Q 5 5 6 6 7 7 
AI-origin,1,10 10 10 10 2 2 2 2, 6 K 5 6 7 8 9 Q Q Q 5 5 6 6 7 7 J J 
AI-origin,5,2 2 2 2, 6 K 5 6 7 8 9 Q Q Q 5 5 6 6 7 7 J J A A 
AI-origin,5,, 6 K 5 6 7 8 9 Q Q Q 5 5 6 6 7 7 J J A A 10 10 10 10 
AI-forest-model,3,3 4 5 5 6 6 6 7 7 8 8 Q Q K K K K A A 2 2 2, 
AI-forest-model,7,3 4 7 7 8 8 Q Q K K K K A A 2 2 2, 8 9 10 J Q 
AI-forest-model,0,4 8 8 Q Q K K K K A A, 8 9 10 J Q 6 6 6 5 5 7 7 7 3 3 2 2 2 7 7 
AI-forest-model,1,Q Q K K K K, 8 9 10 J Q 6 6 6 5 5 7 7 7 3 3 2 2 2 7 7 3 5 9 9 9 4 4 3 4 6 Q Q A A 
AI-forest-model,3,5 5 5 5 5 5 8 8 8 9 9 9 10 10 10 Q K K A A 2 2, 
AI-forest-model,4,5 5 5 5 5 5 8 8 8 9 9 9 10 10 10 Q, 3 4 5 6 7 
AI-forest-model,7,5 5 5 5 9 9 9 10 10 10 Q, 3 4 5 6 7 K K A A 2 2 
AI-origin,6,3 4 6 6 6 6 6 9 9 10 J J J Q Q K K A A A 2, 
AI-origin,2,3 4 6 6 6 6 6 9 9 10 Q Q K K A A A 2, 7 7 7 8 8 8 
AI-origin,2,3 4 6 6 6 6 6 9 9 10 Q Q K K 2, 7 7 7 8 8 8 J J J 
AI-origin,0,4 6 6 6 6 6 9 9 10 Q Q K K 2, 7 7 7 8 8 8 J J J A A A 
AI-origin,0,6 6 6 6 6 9 9 Q Q K K 2, 7 7 7 8 8 8 J J J A A A 3 4 10 
AI-origin,1,6 6 6 6 6 Q Q K K, 7 7 7 8 8 8 J J J A A A 3 4 10 4 6 2 
AI-forest-model,7,3 6 6 7 7 7 7 8 8 9 9 J Q Q A A, 3 10 A 6 6 6 3 3 K K K 4 4 
AI-forest-model,0,6 6 7 7 7 7 8 8 9 9 J Q Q A A, 3 10 A 6 6 6 3 3 K K K 4 4 2 2 2 5 5 
AI-forest-model,1,7 7 7 7 8 8 Q Q A A, 3 10 A 6 6 6 3 3 K K K 4 4 2 2 2 5 5 3 10 J 2 J J J 4 4 8 8 9 9 
AI-forest-model,1,7 7 7 7 A A, 3 10 A 6 6 6 3 3 K K K 4 4 2 2 2 5 5 3 10 J 2 J J J 4 4 8 8 9 9 6 6 9 9 Q Q 
AI-origin,7,3 3 4 4 6 7 7 8 8 8 8 9 10 J Q Q Q A A 2 2 2, 
AI-origin,7,6 7 7 8 8 8 8 9 10 J A A, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 
AI-origin,0,7 7 8 8 8 8 9 10 J A A, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 2 2 2 4 4 
AI-origin,0,8 8 8 8 J A A, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 2 2 2 4 4 6 A 10 10 10 4 4 3 9 2 5 5 7 7 
AI-origin,0,8 8 8 8 A A, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 2 2 2 4 4 6 A 10 10 10 4 4 3 9 2 5 5 7 7 10 
AI-origin,1,8 8 8 8, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 2 2 2 4 4 6 A 10 10 10 4 4 3 9 2 5 5 7 7 10 J 
AI-origin,5,, 5 5 5 3 3 6 6 6 3 3 Q Q Q 3 3 2 2 2 4 4 6 A 10 10 10 4 4 3 9 2 5 5 7 7 10 J A A 
AI-forest-model,7,3 4 4 6 6 6 8 8 8 8 9 9 10 10 J Q K K K K A 2, 
AI-forest-model,7,3 8 8 8 8 9 9 10 10 Q K K K K A 2, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 
AI-forest-model,0,8 8 8 8 9 9 10 10 Q K K K K A 2, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 6 6 6 4 4 
AI-forest-model,1,8 8 8 8 10 10 K K K K A 2, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 6 6 6 4 4 3 8 Q 
AI-forest-model,0,8 8 8 8 K K K K 2, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 6 6 6 4 4 3 8 Q 9 9 2 2 7 7 10 10 
AI-forest-model,0,8 8 8 8 K K K K, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 6 6 6 4 4 3 8 Q 9 9 2 2 7 7 10 10 A 
AI-forest-model,5,K K K K, 5 5 5 3 3 9 9 9 5 5 10 10 10 6 6 4 J 6 6 6 4 4 3 8 Q 9 9 2 2 7 7 10 10 A 2 
AI-origin,4,3 3 4 4 4 4 4 4 5 5 5 6 10 10 J J J 2 2 2 2, 
AI-origin,7,4 4 4 4 4 4 6 10 10 J J J 2 2 2 2, Q Q K K A A 
AI-origin,7,4 4 4 4 10 10, Q Q K K A A 5 5 5 3 3 J J J 3 3 3 6 10 5 A 2 Q Q 9 9 9 9 9 K K K K 2 2 2 2 
AI-origin,1,4 4 4 4, Q Q K K A A 5 5 5 3 3 J J J 3 3 3 6 10 5 A 2 Q Q 9 9 9 9 9 K K K K 2 2 2 2 J J J 4 4 
AI-origin,5,, Q Q K K A A 5 5 5 3 3 J J J 3 3 3 6 10 5 A 2 Q Q 9 9 9 9 9 K K K K 2 2 2 2 J J J 4 4 10 10 
AI-forest-model,4,3 3 7 8 9 9 10 10 10 J J Q Q Q Q K K A A 2 2, 
AI-forest-model,4,3 3 7 8 9 9 10 10 10 J J Q Q Q Q, 4 4 5 5 6 6 
AI-forest-model,7,7 8 9 9 J J Q Q Q Q, 4 4 5 5 6 6 K K A A 2 2 
AI-forest-model,7,5 5 5 5 7 8 8 9 10 10 10 J J J Q Q A A A 2 2 2, 
AI-origin,7,4 4 5 5 5 5 6 7 7 8 8 10 10 10 J K K A A A 2 2, 
AI-origin,7,5 5 5 5 6 7 7 8 8 J K K A A A 2 2, 9 9 9 3 3 
AI-origin,7,5 5 5 5 6 8 8 J K K 2 2, 9 9 9 3 3 10 10 10 4 4 
AI-origin,0,5 5 5 5 8 8 J K K 2 2, 9 9 9 3 3 10 10 10 4 4 A A A 7 7 
AI-origin,7,3 3 3 3 6 7 7 8 9 9 9 9 J Q Q K K K A A 2, 4 5 
AI-origin,7,3 3 3 3 8 9 9 9 9 J Q Q A A 2, 4 5 10 10 10 4 4 K K K 5 5 5 6 
AI-origin,0,3 3 3 3 9 9 9 9 J Q Q A A 2, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 
AI-origin,0,3 3 3 3 9 9 9 9 Q Q A A 2, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 8 
AI-origin,0,3 3 3 3 9 9 9 9 Q Q A A, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 8 J 
AI-origin,1,3 3 3 3 9 9 9 9 A A, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 8 J 2 
AI-origin,1,3 3 3 3 9 9 9 9, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 8 J 2 Q Q 
AI-origin,5,9 9 9 9, 4 5 10 10 10 4 4 K K K 5 5 5 6 K K K 7 7 8 J 2 Q Q A A 
AI-origin,7,4 5 9 9 9 9 9 J J Q Q Q Q Q K K 2, 5 6 7 8 9 4 4 4 3 3 8 8 8 3 3 
AI-origin,0,5 9 9 9 9 9 J J Q Q Q Q Q K K 2, 5 6 7 8 9 4 4 4 3 3 8 8 8 3 3 10 10 10 5 5 
AI-origin,0,9 9 9 9 9 J J Q Q Q Q Q K K, 5 6 7 8 9 4 4 4 3 3 8 8 8 3 3 10 10 10 5 5 4 Q 2 
AI-origin,1,9 9 9 9 9 Q Q Q Q Q K K, 5 6 7 8 9 4 4 4 3 3 8 8 8 3 3 10 10 10 5 5 4 Q 2 5 
AI-origin,5,, 5 6 7 8 9 4 4 4 3 3 8 8 8 3 3 10 10 10 5 5 4 Q 2 5 J J K K 5 5 K K A A 10 10 J J J J 9 9 9 9 9 
AI-forest-model,7,3 5 5 6 8 8 10 10 Q Q Q K A A 2 2 2, J Q K A 2 5 5 5 4 4 7 7 7 4 4 
AI-forest-model,7,3 6 8 8 10 10 K A A 2 2 2, J Q K A 2 5 5 5 4 4 7 7 7 4 4 9 9 9 4 4 
AI-forest-model,2,3 6 8 8 10 10 K A A, J Q K A 2 5 5 5 4 4 7 7 7 4 4 9 9 9 4 4 Q Q Q 5 5 
AI-forest-model,0,6 8 8 10 10 K A A, J Q K A 2 5 5 5 4 4 7 7 7 4 4 9 9 9 4 4 Q Q Q 5 5 2 2 2 
AI-origin,7,6 6 7 7 8 8 8 9 9 10 10 Q Q Q K K K A 2 2 2 2, 
AI-origin,6,7 7 9 9 10 10 A 2 2 2 2, 5 5 5 3 3 6 6 6 4 4 8 8 8 6 6 
AI-origin,1,9 9 10 10 A 2 2 2 2, 5 5 5 3 3 6 6 6 4 4 8 8 8 6 6 Q Q Q K K K 
AI-origin,1,10 10 A 2 2 2 2, 5 5 5 3 3 6 6 6 4 4 8 8 8 6 6 Q Q Q K K K 7 7 
