winner,winner score,loser score,strategy,opponent,hand,length
tree-v4,300,310,"[0, 0, 0, 0, 0, 0, 1, 0]","[4, 1, 0, 1, 0, 1, 0, 1]",9 9 9 10 10 10,7,best
tree-v4,300,310,"[0, 0, 0, 0, 0, 0, 1, 0]","[4, 2, 0, 1, 0, 1, 0, 1]",9 9 9 10 10 10,5,best
tree-v4,300,310,"[0, 0, 1, 0, 0, 0, 0, 0]","[5, 2, 0, 1, 0, 1, 0, 1]",10 10 10,4,best
tree-v4,300,310,"[0, 0, 1, 0, 0, 0, 0, 0]","[6, 2, 0, 1, 0, 1, 0, 1]",10 10 10,3,best
tree-v4,300,310,"[0, 1, 0, 0, 0, 0, 0, 0]","[7, 2, 0, 1, 0, 1, 0, 1]",10 10,2,best
tree-v4,300,310,"[0, 1, 0, 0, 0, 0, 0, 0]","[8, 2, 0, 1, 0, 1, 0, 1]",10 10,1,best
tree-v4,282,292,"[2, 3, 0, 1, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 7 8 8 8 9 9 10 J J J Q K A A A 2 2,22,pass
tree-v4,282,292,"[2, 3, 0, 1, 0, 1, 0, 2]","[0, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 7 8 8 8 9 9 10 J J J Q K A A A 2 2,19,pass
tree-v4,282,292,"[2, 3, 0, 1, 0, 1, 0, 2]","[1, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 7 8 8 8 9 9 10 J J J Q K A A A 2 2,18,best
tree-v4,282,292,"[1, 3, 0, 1, 0, 1, 0, 2]","[2, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 8 8 8 9 9 10 J J J Q K A A A 2 2,17,best
tree-v4,282,292,"[0, 3, 0, 1, 0, 1, 0, 2]","[3, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 8 8 8 9 10 J J J Q K A A A 2 2,16,best
tree-v4,282,292,"[0, 3, 0, 1, 0, 1, 0, 2]","[4, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 6 8 8 8 9 10 J J J Q K A A A 2 2,15,combat
tree-v4,282,292,"[1, 2, 0, 1, 0, 1, 0, 2]","[5, 0, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 6 6 6 6 8 8 8 9 10 J J J Q K A A A 2 2,14,pass
tree-v4,282,292,"[1, 2, 0, 1, 0, 1, 0, 2]","[5, 1, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 6 6 6 6 8 8 8 9 10 J J J Q K A A A 2 2,12,best
tree-v4,282,292,"[1, 1, 0, 1, 0, 1, 0, 2]","[5, 2, 1, 0, 0, 0, 0, 1]",3 3 4 4 5 6 6 6 6 8 8 8 9 10 J Q K A A A 2 2,10,best
tree-v4,282,292,"[1, 0, 0, 0, 0, 1, 0, 2]","[5, 2, 1, 0, 0, 1, 0, 1]",3 3 4 4 5 6 6 6 6 8 8 8 A A A,6,best
tree-v4,282,292,"[1, 0, 0, 0, 0, 0, 0, 2]","[5, 2, 1, 0, 0, 2, 0, 1]",3 3 4 4 5 8 8 8 A A A,2,best
tree-v4,310,318,"[2, 0, 0, 1, 0, 1, 1, 2]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 5 6 6 6 7 8 9 10 J J J Q K K K K A A A 2 2 2,25,pass
tree-v4,310,318,"[2, 0, 0, 1, 0, 1, 1, 2]","[0, 2, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 5 6 6 6 7 8 9 10 J J J Q K K K K A A A 2 2 2,23,bomb
tree-v4,310,318,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 2, 0, 0, 0, 0, 0, 1]",6 6 J J J A A A 2 2 2,18,best
tree-v4,310,318,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 2, 0, 0, 0, 0, 0, 2]",A A A 2 2 2,13,best
tree-v4,310,318,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 3, 0, 0, 0, 0, 0, 2]",A A A 2 2 2,11,pass
tree-v4,310,318,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 3, 0, 0, 1, 0, 0, 2]",A A A 2 2 2,5,pass
new-big-forest,303,278,"[1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 7 7 8 8 9 9 J J J Q Q K A A A 2 2 2,22,combat
new-big-forest,303,278,"[1, 3, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",4 4 4 4 8 8 9 9 Q Q K A A A 2 2 2,18,best
new-big-forest,303,278,"[1, 3, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 2, 0, 1]",8 8 9 9 Q Q K A A A 2 2 2,14,best
new-big-forest,303,278,"[1, 3, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 2, 0, 1]",8 8 9 9 Q Q K A A A 2 2 2,13,best
new-big-forest,303,278,"[0, 3, 0, 0, 0, 0, 1, 0]","[2, 0, 0, 0, 0, 2, 0, 1]",8 8 9 9 Q Q A A A 2 2 2,12,best
new-big-forest,303,278,"[0, 3, 0, 0, 0, 0, 1, 0]","[3, 0, 0, 0, 0, 2, 0, 1]",8 8 9 9 Q Q A A A 2 2 2,11,best
new-big-forest,303,278,"[0, 3, 0, 0, 0, 0, 1, 0]","[3, 1, 0, 0, 0, 2, 0, 1]",8 8 9 9 Q Q A A A 2 2 2,9,best
new-big-forest,303,278,"[0, 2, 0, 0, 0, 0, 1, 0]","[3, 2, 0, 0, 0, 2, 0, 1]",9 9 Q Q A A A 2 2 2,7,best
tree-v4,297,308,"[2, 5, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",5 5 6 8 8 9 9 10 J J J J K K A A,26,best
tree-v4,297,308,"[1, 5, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",5 5 6 8 8 9 9 J J J J K K A A,25,combat
tree-v4,297,308,"[2, 4, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0]",5 5 6 8 8 9 9 J J J J K A A,24,combat
tree-v4,297,308,"[2, 4, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 1]",5 5 6 8 8 9 9 J J J J K A A,19,pass
tree-v4,297,308,"[2, 4, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",5 5 6 8 8 9 9 J J J J K A A,14,bomb
tree-v4,297,308,"[1, 4, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",5 5 8 8 9 9 K A A,13,bomb
tree-v4,297,308,"[1, 4, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 2]",5 5 8 8 9 9 K A A,12,bomb
tree-v4,297,308,"[1, 4, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 1, 0, 2]",5 5 8 8 9 9 K A A,8,bomb
tree-v4,297,308,"[1, 4, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 2, 0, 2]",5 5 8 8 9 9 K A A,4,bomb
new-big-forest,299,300,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 4 4 4 4 6 7 7 8 8 8 8 9 10 10 10 J J K K A A 2 2 2,22,best
new-big-forest,299,300,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",3 4 4 4 4 6 7 7 8 8 8 8 9 J J K K A A 2 2 2,17,best
new-big-forest,299,300,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 6 8 8 8 8 9 J J K K A A,16,best
new-big-forest,299,300,"[1, 3, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 6 8 8 8 8 J J K K A A,15,pass
new-big-forest,299,300,"[1, 3, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 6 8 8 8 8 J J K K A A,14,combat
new-big-forest,299,300,"[1, 2, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",4 4 4 4 8 8 8 8 J K K A A,10,best
new-big-forest,299,300,"[1, 2, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 2]",8 8 8 8 J K K A A,6,best
new-big-forest,299,300,"[1, 2, 0, 0, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 2, 0, 2]",8 8 8 8 J K K A A,4,best
new-big-forest,299,300,"[1, 1, 0, 0, 0, 1, 0, 0]","[3, 2, 0, 0, 0, 2, 0, 2]",8 8 8 8 J A A,2,best
new-big-forest,313,291,"[0, 2, 0, 0, 0, 2, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 5 5 5 5 7 7 8 8 8 9 9 9 J J J J Q Q K K K A A,22,best
new-big-forest,313,291,"[0, 2, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 2]",4 4 5 5 5 5 7 7 9 9 9 J J J J Q Q K K K A A,17,best
new-big-forest,313,291,"[0, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",4 4 5 5 5 5 9 9 9 J J J J A A,13,pass
new-big-forest,313,291,"[0, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 3]",4 4 5 5 5 5 9 9 9 J J J J A A,8,best
new-big-forest,296,293,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 5 5 9 J Q Q K K K K A A 2,22,pass
new-big-forest,296,293,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 5 5 9 J Q Q K K K K A A 2,17,pass
new-big-forest,296,293,"[3, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 5 5 9 J Q Q K K K K A A 2,16,best
new-big-forest,296,293,"[2, 3, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 5 5 J Q Q K K K K A A 2,15,best
new-big-forest,296,293,"[0, 3, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",4 4 4 4 5 5 Q Q K K K K A A,14,best
new-big-forest,296,293,"[0, 3, 0, 0, 0, 2, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 2]",4 4 4 4 5 5 Q Q K K K K A A,12,best
new-big-forest,296,293,"[0, 1, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 0, 0, 0, 0, 2]",4 4 4 4 K K K K A A,10,best
new-big-forest,296,293,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",4 4 4 4 K K K K,6,best
tree-v4,292,301,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 4 4 4 5 5 6 6 8 9 9 9 9 10 10 J Q Q Q Q K K K 2 2,22,bomb
tree-v4,292,301,"[3, 3, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 1, 0, 1, 0, 0]",3 3 3 4 4 4 5 5 6 6 8 10 10 J Q Q Q Q K K K 2 2,18,best
tree-v4,292,301,"[3, 3, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",3 5 5 6 6 8 10 10 J K K K 2 2,13,best
tree-v4,292,301,"[2, 3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 1]",6 6 8 10 10 J 2 2,12,best
tree-v4,292,301,"[1, 3, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 1]",6 6 10 10 J 2 2,11,best
tree-v4,292,301,"[1, 3, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 1, 0, 1]",6 6 10 10 J 2 2,10,best
tree-v4,292,301,"[0, 3, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 1, 0, 1]",6 6 10 10 2 2,9,combat
tree-v4,292,301,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 1, 0, 1, 0, 1, 0, 1]",10 10,7,combat
tree-v4,292,301,"[0, 1, 0, 0, 0, 0, 0, 0]","[5, 1, 0, 1, 0, 1, 0, 1]",10 10,6,combat
tree-v4,298,292,"[2, 1, 0, 2, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 4 4 4 5 5 5 6 7 7 8 8 9 9 10 J J J J J A 2 2 2 2,22,bomb
tree-v4,298,292,"[2, 1, 0, 2, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 3 4 4 4 5 5 5 6 7 7 8 8 9 9 10 J A 2 2 2 2,18,best
tree-v4,298,292,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",3 3 4 4 4 5 5 A,17,best
tree-v4,298,292,"[0, 1, 0, 0, 0, 0, 0, 1]","[2, 0, 0, 0, 0, 1, 0, 1]",3 3 4 4 4 5 5,16,best
tree-v4,298,292,"[0, 1, 0, 0, 0, 0, 0, 1]","[2, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 5 5,11,best
tree-v4,298,292,"[0, 1, 0, 0, 0, 0, 0, 1]","[3, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 5 5,10,best
tree-v4,298,292,"[0, 1, 0, 0, 0, 0, 0, 1]","[3, 1, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 5 5,8,best
tree-v4,298,292,"[0, 1, 0, 0, 0, 0, 0, 1]","[3, 2, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 5 5,6,best
new-big-forest,311,276,"[2, 0, 0, 0, 1, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 5 5 5 6 6 8 9 9 9 9 10 10 J J Q Q K K K A 2 2 2,22,best
new-big-forest,311,276,"[2, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",6 6 8 9 9 9 9 10 10 J J Q Q A 2 2 2,17,best
new-big-forest,311,276,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",9 9 9 9 10 10 J J Q Q A,16,best
new-big-forest,311,276,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 2]",9 9 9 9,10,best
tree-v4,296,277,"[1, 2, 1, 1, 0, 2, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 4 4 4 5 6 6 6 6 7 7 7 9 9 9 9 10 10 J J J Q K A 2,22,best
tree-v4,296,277,"[1, 2, 1, 0, 0, 2, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",3 3 3 4 4 4 5 6 6 6 6 7 7 7 9 9 9 9 10 10 J J,18,best
tree-v4,296,277,"[1, 2, 1, 0, 0, 2, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 1]",3 3 3 4 4 4 5 6 6 6 6 7 7 7 9 9 9 9 10 10 J J,13,best
tree-v4,296,277,"[1, 2, 1, 0, 0, 2, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 4 5 6 6 6 6 7 7 7 9 9 9 9 10 10 J J,8,bomb
tree-v4,296,277,"[0, 2, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 4 7 7 7 9 9 9 9 10 10 J J,7,bomb
tree-v4,296,277,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 4 7 7 7 J J,5,bomb
tree-v4,296,277,"[0, 1, 1, 0, 0, 0, 1, 0]","[2, 1, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 4 7 7 7 J J,4,bomb
tree-v4,296,277,"[1, 2, 0, 0, 0, 0, 0, 1]","[3, 1, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 7 7 7 J J,3,bomb
tree-v4,296,277,"[0, 2, 0, 0, 0, 0, 0, 1]","[4, 1, 0, 1, 0, 1, 0, 2]",3 3 3 4 4 7 7 J J,2,bomb
tree-v4,320,274,"[4, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 4 5 6 6 7 8 8 8 8 10 10 J K,22,pass
tree-v4,320,274,"[4, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1]",4 4 4 4 4 5 6 6 7 8 8 8 8 10 10 J K,17,pass
tree-v4,320,274,"[4, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 2]",4 4 4 4 4 5 6 6 7 8 8 8 8 10 10 J K,12,pass
tree-v4,320,274,"[4, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 2]",4 4 4 4 4 5 6 6 7 8 8 8 8 10 10 J K,11,best
tree-v4,320,274,"[3, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 2]",4 4 4 4 4 6 6 7 8 8 8 8 10 10 J K,6,best
tree-v4,320,274,"[3, 2, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 2]",4 4 4 4 4 6 6 7 8 8 8 8 10 10 J K,4,best
tree-v4,320,274,"[3, 1, 0, 0, 0, 2, 0, 0]","[1, 2, 0, 1, 0, 1, 0, 2]",4 4 4 4 4 6 6 7 8 8 8 8 J K,2,best
tree-v4,320,274,"[1, 1, 0, 0, 0, 1, 0, 0]","[2, 2, 0, 1, 0, 1, 0, 2]",6 6 8 8 8 8 K,1,best
new-big-forest,380,263,"[2, 1, 0, 0, 0, 3, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 6 6 9 10 10 10 J Q Q Q Q K K K A A A A 2 2 2 2 2,22,pass
new-big-forest,380,263,"[2, 1, 0, 0, 0, 3, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 1]",3 3 4 4 6 6 9 10 10 10 J Q Q Q Q K K K A A A A 2 2 2 2 2,17,best
new-big-forest,380,263,"[1, 1, 0, 0, 0, 3, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1]",6 6 J Q Q Q Q A A A A 2 2 2 2 2,16,best
new-big-forest,380,263,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 1]",6 6 Q Q Q Q A A A A 2 2 2 2 2,15,combat
new-big-forest,380,263,"[0, 0, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 1, 0, 0, 0, 1]",Q Q Q Q A A A A 2 2 2 2,13,bomb
new-big-forest,380,263,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 1, 0, 1, 0, 1]",A A A A 2 2 2 2,9,best
new-big-forest,304,284,"[1, 4, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 5 5 5 6 6 6 6 7 7 8 8 9 9 J J J J Q Q A A A 2 2,22,best
new-big-forest,304,284,"[1, 2, 1, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",3 6 6 6 6 7 7 8 8 9 9 J J J J Q Q A A A 2 2,17,pass
new-big-forest,304,284,"[1, 2, 1, 0, 1, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 2]",3 6 6 6 6 7 7 8 8 9 9 J J J J Q Q A A A 2 2,14,best
new-big-forest,304,284,"[1, 2, 0, 0, 1, 2, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 2]",3 6 6 6 6 7 7 8 8 9 9 J J J J Q Q 2 2,10,best
new-big-forest,304,284,"[0, 2, 0, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 2]",6 6 6 6 7 7 8 8 9 9 Q Q 2 2,9,pass
new-big-forest,304,284,"[0, 2, 0, 0, 1, 1, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 2]",6 6 6 6 7 7 8 8 9 9 Q Q 2 2,8,combat
new-big-forest,304,284,"[1, 1, 0, 0, 1, 1, 0, 0]","[3, 0, 1, 0, 0, 1, 0, 2]",6 6 6 6 7 7 8 8 9 9 Q 2 2,7,combat
tree-v4,292,283,"[3, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 0]",4 4 4 4 4 5 6 6 7 7 10 10 J Q Q Q K A A 2 2 2,23,best
tree-v4,292,283,"[3, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",5 7 7 10 10 J K A A 2 2 2,18,best
tree-v4,292,283,"[2, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1]",10 10 J K A A,17,best
tree-v4,292,283,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 1]",10 10 K A A,16,best
tree-v4,292,283,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 1]",10 10 K A A,11,best
tree-v4,292,283,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 2]",10 10 K A A,6,best
tree-v4,292,283,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 1, 0, 2]",10 10 K A A,5,best
tree-v4,292,283,"[0, 2, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 1, 0, 2]",10 10 A A,4,best
tree-v4,292,283,"[0, 2, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 1, 0, 1, 0, 2]",10 10 A A,3,best
tree-v4,292,283,"[1, 1, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 1, 0, 1, 0, 2]",10 A A,2,best
tree-v4,292,283,"[1, 1, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 1, 0, 1, 0, 2]",10 A A,1,best
tree-v4,311,290,"[5, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 4 5 6 6 7 7 7 8 8 8 9 Q K K K A A A 2 2 2,22,pass
tree-v4,311,290,"[5, 0, 0, 0, 0, 0, 2, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",3 4 5 6 6 7 7 7 8 8 8 9 Q K K K A A A 2 2 2,21,best
tree-v4,311,290,"[4, 0, 0, 0, 0, 0, 2, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",3 5 6 6 7 7 7 8 8 8 9 Q K K K A A A 2 2 2,20,best
tree-v4,311,290,"[3, 0, 0, 0, 0, 0, 2, 1]","[3, 0, 0, 0, 0, 0, 0, 1]",3 5 6 6 7 7 7 8 8 8 Q K K K A A A 2 2 2,19,best
tree-v4,311,290,"[3, 0, 0, 0, 0, 0, 2, 1]","[4, 0, 0, 0, 0, 0, 0, 1]",3 5 6 6 7 7 7 8 8 8 Q K K K A A A 2 2 2,18,best
tree-v4,311,290,"[2, 0, 0, 0, 0, 0, 2, 1]","[5, 0, 0, 0, 0, 0, 0, 1]",3 5 6 6 7 7 7 8 8 8 K K K A A A 2 2 2,17,pass
tree-v4,311,290,"[2, 0, 0, 0, 0, 0, 2, 1]","[5, 0, 0, 1, 0, 0, 0, 1]",3 5 6 6 7 7 7 8 8 8 K K K A A A 2 2 2,12,pass
tree-v4,311,290,"[2, 0, 0, 0, 0, 0, 2, 1]","[5, 0, 0, 1, 0, 1, 0, 1]",3 5 6 6 7 7 7 8 8 8 K K K A A A 2 2 2,8,pass
tree-v4,311,290,"[2, 0, 0, 0, 0, 0, 2, 1]","[5, 0, 0, 1, 0, 2, 0, 1]",3 5 6 6 7 7 7 8 8 8 K K K A A A 2 2 2,4,pass
tree-v4,355,289,"[1, 3, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 5 5 7 7 7 8 9 9 9 9 9 10 10 10 Q Q K K 2 2,22,pass
tree-v4,355,289,"[1, 3, 0, 0, 0, 1, 0, 2]","[1, 0, 0, 0, 0, 0, 0, 1]",4 4 5 5 7 7 7 8 9 9 9 9 9 10 10 10 Q Q K K 2 2,21,best
tree-v4,355,289,"[0, 3, 0, 0, 0, 1, 0, 2]","[1, 0, 0, 0, 0, 1, 0, 1]",4 4 5 5 7 7 7 9 9 9 9 9 10 10 10 Q Q K K 2 2,16,bomb
tree-v4,355,289,"[0, 2, 0, 0, 0, 0, 0, 2]","[1, 1, 0, 0, 0, 1, 0, 1]",4 4 5 5 7 7 7 10 10 10 K K 2 2,14,bomb
tree-v4,355,289,"[0, 2, 0, 0, 0, 0, 0, 2]","[2, 1, 0, 0, 0, 1, 0, 1]",4 4 5 5 7 7 7 10 10 10 K K 2 2,13,combat
tree-v4,355,289,"[0, 0, 0, 0, 0, 0, 0, 2]","[2, 1, 0, 0, 0, 2, 0, 1]",4 4 5 5 7 7 7 10 10 10,9,combat
tree-v4,355,289,"[0, 0, 0, 0, 0, 0, 0, 2]","[2, 1, 0, 0, 0, 2, 1, 1]",4 4 5 5 7 7 7 10 10 10,3,combat
new-big-forest,277,317,"[3, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 4 5 5 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q K 2 2 2,22,best
new-big-forest,277,317,"[3, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 4 4 4 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q K,18,pass
new-big-forest,277,317,"[3, 2, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",3 3 4 4 4 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q K,17,best
new-big-forest,277,317,"[2, 2, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",6 6 6 7 7 7 8 8 9 9 9 9 J J Q K,12,pass
new-big-forest,277,317,"[2, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",6 6 6 7 7 7 8 8 9 9 9 9 J J Q K,11,best
new-big-forest,277,317,"[0, 1, 0, 0, 0, 1, 1, 0]","[2, 1, 0, 0, 0, 1, 0, 2]",6 6 6 7 7 7 9 9 9 9 J J,9,pass
new-big-forest,277,317,"[0, 1, 0, 0, 0, 1, 1, 0]","[2, 1, 0, 0, 0, 1, 1, 2]",6 6 6 7 7 7 9 9 9 9 J J,3,pass
tree-v4,316,296,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 4 5 5 6 6 6 7 7 7 7 9 9 10 10 10 10 J J Q Q A A A 2,22,best
tree-v4,316,296,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",3 3 3 4 6 6 6 7 7 7 7 9 9 10 10 10 10 J J Q Q 2,17,best
tree-v4,316,296,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 2]",3 3 3 4 6 6 6 7 7 7 7 9 9 10 10 10 10 J J Q Q 2,14,bomb
tree-v4,316,296,"[3, 3, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 2]",3 3 3 4 6 6 6 9 9 10 10 10 10 J J Q Q 2,9,pass
